cluster,name,expertise,statement,id_hash,vector,fname,lname
58,Rosemary Gillespie,Unternehmensethik und CSR (Corporate Social Responsibility),"Ich bin derzeit Professor an der Fakultät für Wirtschaftswissenschaften und habe mehr als zwei Jahrzehnte im Bereich Unternehmensethik geforscht. In meiner Arbeit versuche ich, Unternehmen dabei zu unterstützen, ihre ethische Verantwortung wahrzunehmen und nachhaltige Geschäftsstrategien zu entwickeln. Ich glaube, dass die Unternehmensethik nicht nur für den Erfolg von Unternehmen entscheidend ist, sondern auch für eine gesellschaftlich verantwortungsvolle Wirtschaft. Meine Forschungen sind geprägt vom Gedanken der Verbindung von wirtschaftlichem Erfolg und sozialem Engagement.",ccf48c580dc22e03a93037f722fc133c8e83e6c5dc429b453e95916ae1d25be8,"[0.36073252169330977, 0.08252818765496475, 0.006650730716588283, 0.23379340256203152, -0.035457765219593, 0.1459576573768144, 0.21004728262363742, 0.15787229652916268, 0.2798061614610633, -0.05251010317864687, 0.12297688181643718, -0.06041640869837984, -0.010988622608757742, 0.0073831087797709945, 0.1447449762669196, -0.18095076489835432, 0.15734412081319635, 0.04191029088802711, -0.19359434115026175, 0.09112092394431642, 0.006655393451305573, -0.05584455235602923, -0.09335063542307696, -0.16643656236623988, -0.16546394532486763]",Rosemary,Gillespie
34,Forest Guevara,Marketing von kulturellen Veranstaltungen und Kulturmanagement,"Mit langjähriger Erfahrung im Bereich des Marketing und Kulturmanagements habe ich eine besondere Leidenschaft für die Vermarktung kultureller Veranstaltungen entwickelt. Ich glaube, dass durch effektive Marketingstrategien die Attraktivität und Reichweite von kulturellen Projekten erhöht werden kann, was sowohl den Erfolg als auch das Befassen bleiben der Zielgruppen fördert. Mein persönliches Anliegen ist es, Kulturmanager und Veranstalter dabei zu unterstützen, ihre Projekte erfolgreich zu etablieren und ihre Leidenschaft für die Kultur zu teilen.",2d4711bd9e85a4e468b03ae3be3f3ae04da219e695dfed192b30e36b2b10d6a2,"[0.3291357266699506, -0.010732778543607449, -0.0109992547601908, -0.16457249469451282, -0.057392034742314094, 0.2184145376683927, 0.17215542245649612, -0.09193654413943321, 0.2346129062044292, 0.19131868564231236, 0.19368192438781778, -0.003489353291979266, -0.039700510239882504, 0.09061667871330961, 0.04305087267313834, -0.2616092191012168, -0.07380125352473893, -0.04278561091722273, -0.08868669702116208, 0.013114541153668407, -0.14216220310966618, -0.055049949717162226, 0.10201269030667114, 0.06128758495558386, -0.16356491687367639]",Forest,Guevara
31,Teresa Kirby,"Kunstgeschichte, spezialisiert auf Mittelalter, Renaissance und Kolonialzeit","Ihre Arbeit zeigt meinen Studierenden die wichtige Rolle, die Religion in der Entwicklung der mittelalterlichen Kunst gespielt hat. Wir untersuchen nicht nur Themen und Motive, sondern auch die Techniken und Ästhetik dieser Epoche. Es ist bemerkenswert zu sehen, wie sich die Religion auf das künstlerische Ausdrucksvermögen auswirkte und wie sie für die europäische Kunstgeschichte prägend wurde. Meine Leidenschaft für die Kunst der Renaissance und die Kolonialzeit führt mich bei der Betreuung dieser Arbeiten nicht nur zu tiefgreifenden Erkenntnissen, sondern auch zur Förderung der kritischen Analyse von Kunstwerken. In unseren Unterrichtsstunden werden diese Themen nicht nur theoretisch erläutert, sondern auch durch den Umgang mit ursprünglichen Werken und Feldstudien vermittelt. Die ethischen Implikationen der kolonialen Kunst und ihre Relevanz für die heutige Kunstgeschichte werden ebenso diskutiert wie die langfristigen Auswirkungen der Renaissance auf die moderne Kunst und deren Relevanz für heutige Künstler und Kunsttheoretiker.",f6d7877ee99dede614ab8d9ab18faaf6430a03204a26609c498d4728cead48f6,"[0.36577182451720797, -0.03879170016877343, -0.17568681074394893, 0.027853281849580174, 0.1726988656433821, -0.09989427203435385, -0.2609779040798714, 0.24717392529788257, 0.26112692089249073, 0.19619666916094108, 0.07650686404400019, 0.09881335590693684, -0.09989342641527253, 0.12721440628964392, 0.04787833726244213, -0.17998313083617076, -0.011548197789124887, -0.056818063455602454, 0.0839676018543519, 0.026131274446859063, -0.08527886240864024, 0.03393954934753524, -0.2149854554993998, 0.09550984664472603, -0.08508476477793182]",Teresa,Kirby
56,Tony Warren,Digitale Medien und Bildende Kunst,"Ich bin Spezialist für digitale Medien und ihre Anwendung in der bildenden Kunst. Mit meiner langjährigen Erfahrung und Forschungsarbeit habe ich ein tiefes Verständnis für die kreativen Möglichkeiten, aber auch die Herausforderungen, die durch digitale Technologien im Bereich der Kunst entstehen können. Mein persönliches Ziel ist es, den Austausch zwischen Künstlern und Wissenschaftlern zu fördern und dabei jenen Beitrag zu leisten, dass sie ihre kreative Arbeit mit modernen Medien erfolgreich verbinden und die damit verbundenen Probleme bewältigen können.",ce79b7114597c0a965a1eb3b58745d2f32b12613145578019fdcf72bba462c69,"[0.39490168598512065, -0.1463304724768642, -0.05963124868560575, -0.19681895678565864, 0.05606639119528372, 0.015045844351398777, -0.006359697906784333, -0.0010951635750809602, 0.19044252924488037, 0.3504704106821998, -0.04069625188979348, 0.15765556220805957, -0.05428073811223965, 0.20883474878676786, -0.06320340131971969, -0.14125643711368668, -0.00928293538323021, -0.0061016963297528416, 0.1504657094522432, 0.0844702434781936, 0.1219425864709004, 0.02693252638214378, 0.13626586620141784, 0.20334750781719013, 0.04598408767031517]",Tony,Warren
70,Sloane Tate,"Politische Kommunikation, Politische Ideologien, Medienwissenschaft","Ich bin ein anerkannter Forscher in der Politischen Kommunikation und der Medienwissenschaft. Mit meinem wissenschaftlichen Hintergrund verfolge ich die Vision, eine tiefergehende Verständnis für die Rolle von Kunst in politischer Propaganda zu fördern. Meine Forschung fokussiert auf das Potenzial der Kunst als Mittel zur Beeinflussung der öffentlichen Meinung und zur Förderung politischer Ideologien. Ich glaube, dass es wichtig ist, die ethischen Implikationen der Nutzung von Kunst für politische Zwecke zu diskutieren und Empfehlungen für eine kritische Auseinandersetzung mit Propagandakunst zu geben. Meine Forschungsarbeiten haben gezeigt, dass unsere Gesellschaft auf die Weise wie wir uns umgehen mit Kunst, entscheidende Einflüsse auf unsere politischen Ideen und Werte ausüben können.",6ab040995ae6689f8dc355a4544f58a1e97a472be8cccd8e79aea62122ec27ed,"[0.3863349478422223, -0.2154994148920586, -0.10761134484132422, -0.08117863406451394, 0.18425836583449817, -0.1777615142413866, -0.21562281889248316, 0.1226696924680211, 0.1610827087036858, 0.13091657304713097, 0.1261688537795589, 0.30157215707848023, -0.18478231212430982, -0.031832542336847194, -0.09129608371995977, 0.05564581177879773, 0.06518902253008163, -0.10859635759813424, -0.0467669279318668, 0.03324223139015402, 0.10220798281798475, 0.02478877202257442, -0.051650835987573494, -0.014566856831294737, 0.04460055327761378]",Sloane,Tate
63,Dalton Trevino,Datenschutz und IT-Sicherheit,"Als Forscher für Datenschutz und IT-Sicherheit habe ich mehr als 20 Jahre Erfahrung in der Analyse von Gesetzen und ihren Auswirkungen auf Unternehmen. In meiner Forschungsarbeit bin ich dem Schutz persönlicher Daten sowie der Sicherheit digitaler Infrastrukturen verpflichtet. Ich glaube an die Kombination von Regelung und Technologie, um effektive Lösungen für die Herausforderungen des digitalen Zeitalters zu finden.",66f57b30a1de379bbd23c25a2d3432bcd0e091be604ff9b5e58463c0d11dd8d3,"[0.39118109373825427, -0.03755211888690618, 0.46921470666917725, 0.14515200772697726, -0.21707424023393238, -0.11735951522555682, 0.026631990137089747, -0.027803699803062534, -0.1475372313720839, 0.01960016497444305, 0.10468252445750316, 0.07881607261019753, 0.007255328961595651, 0.18326982233613248, -0.004148951822344076, -0.11458045591253886, 0.125043312861049, -0.11431816338730463, -0.05799309905185617, -0.11359732550064848, 0.03330156283701239, -0.01620619692503388, 0.032285363202565164, 0.05043690297684748, 0.05823304363229999]",Dalton,Trevino
37,Priscilla Hensley,Ethik in der Informatik und IT-Sicherheit,"Als Wissenschaftler in den Feldern der Informatikethik und IT-Sicherheit bin ich bestrebt, die ethischen Herausforderungen, die sich im Zusammenhang mit IT-Sicherheitsmaßnahmen ergeben, zu verstehen und zu lösen. Ich bin davon überzeugt, dass ein verantwortungsvolles Vorgehen bei der Gestaltung und Umsetzung von IT-Sicherheitsstrategien notwendig ist, um die Balance zwischen Sicherheit und Freiheit einzustreben. In meiner Forschungsarbeit konzentriere ich mich auf die Analyse verschiedener ethischer Fragen im Bereich der IT-Sicherheit sowie auf die Entwicklung von Empfehlungen für Unternehmen und politische Entscheidungsträger, um eine verantwortungsvolle IT-Sicherheit zu fördern. Ich glaube, dass es wichtig ist, den Dialog über ethische Fragen in der IT-Sicherheit aufrechtzuerhalten und dass die Forschung einen entscheidenden Beitrag dazu leisten kann, ein besseres Verständnis von diesen Herausforderungen zu entwickeln.",767ad43a6a72a5ca496116fc57f3a7cdba3c2c5f2e9aa4373a685ac4134fcf0d,"[0.4014646507258714, -0.10073278759309458, 0.4362598202612882, 0.13893389006909132, -0.22958556939891836, -0.22060171072532603, 0.1029409842647938, 0.12974535993619948, -0.1811860035313122, 0.17506207864303733, 0.01590737925952012, 0.17153753024282065, -0.08448213054672736, 0.13511474195954631, 0.023552735131541002, 0.018680866053745266, -0.04600129344814137, 0.014437992825126771, -0.0534087128678355, -0.06133639786349423, 0.1146268854446603, -0.08875403239209019, -0.006881392451484592, -0.029851155641480335, -0.04162891456647737]",Priscilla,Hensley
47,Layne Higgins,"Biotechnologie und Gen-Editing, speziell Anwendungen in der Landwirtschaft","Als Experte für Biotechnologie und Gen-Editing habe ich mich in den letzten Jahren auf die Verwendung dieser Technologien in der Landwirtschaft konzentriert. Meine Forschung zielt darauf ab, die Potenziale von Gen-Editing bei der Pflanzen- und Tierzucht zu erforschen und zu optimieren, um so die Ernteerträge, die Krankheitsresistenz und die Umweltverträglichkeit landwirtschaftlicher Produkte zu verbessern. Zugleich betrachte ich es als wichtig, ethische und regulatorische Herausforderungen in Bezug auf Gen-Editing im Landbau zu berücksichtigen und darauf hinzuwirken, dass die Technologie mit Vorsicht und Responsibilität verwendet wird. In meiner Bachelorarbeit beleuchten wir verschiedene Anwendungsmöglichkeiten von Gen-Editing in der Landwirtschaft und zeigen, wie es zu einer effizienteren und nachhaltigeren landwirtschaftlichen Produktion führen kann.",bc50c4cdb548f8952bec43fa30e9bafe77009c2f87e6278b6f7dfb73d24ecf7f,"[0.37072093754242513, -0.023639857428170388, 0.04843155057451976, -0.010890919672544071, 0.107071735104419, -0.16190175982706928, 0.018240121718121147, -0.19427364781826909, -0.09133664299392678, -0.008546530038502361, -0.17924058461320377, -0.06425953598645288, -0.16113304513130258, -0.24703728726901827, 0.4222738246662996, -0.12600386280005577, -0.017188329057088232, 0.0019791360327558708, 0.21108326478201686, -0.006720727799073389, -0.11254463301838925, 0.09350549603442422, -0.08662835356156502, 0.05623659152605364, -0.05327561553426182]",Layne,Higgins
46,Leighton Stewart,"Biodiversität und Klimawandel, besonders im Hinblick auf Meeresökosysteme","Als langjähriger Forscher des Klimawandels und der daraus resultierenden Auswirkungen auf die Biodiversität habe ich ein großes Interesse an den marinen Ökosystemen. Mithilfe meiner Erfahrung mit der Literaturrecherche und empirischen Studien versuche ich, die negativen Eindrücke des Klimawandels auf diese Ökosysteme und ihre Biodiversität zu minimieren. Ich bin überzeugt, dass wir unsere natürlichen Ressourcen schützen müssen, um den Klimawandel effektiv bekämpfen und die Zukunft unserer Planeten sicherstellen können.",31d3b2801cf466d977c8245d5af82375d03dddfce4c8eafab2e8f1da18603189,"[0.3376427360254614, -0.03422943297077541, -0.08565365329227798, -0.09685225752384444, -0.047933745346041653, 0.017546617219717314, -0.019457643938664705, -0.13405550377364375, -0.2298672365002413, -0.0530168767051974, 0.3778935831828647, -0.14920443236211775, 0.07492200852715165, 0.08940239363370699, -0.09059065019260129, 0.057996459751965206, 0.022842483332018874, -0.04839551995417416, 0.05236022565620323, 0.18881856876593023, -0.041948441386408006, 0.14509080799950058, 0.04626729244808299, -0.003012824560539138, -0.125356793955302]",Leighton,Stewart
44,Nolan Poole,Nachhaltige Ressourcen- und Umweltmanagement,"Durch meine Arbeit an der Bachelorarbeit zur nachhaltigen Nutzung von natürlichen Ressourcen habe ich mein Interesse für den Schutz unseres Planeten und die Entwicklung nachhaltiger Lösungen festgelegt. Ich bin überzeugt, dass wir als Menschheit in unseren Entscheidungen über Ressourcennutzung und Umweltschutz entscheidende Veränderungen auslösen können. Meine Forschungen konzentrieren sich auf die Entwicklung von Konzepten und Strategien zur nachhaltigen Nutzung natürlicher Ressourcen, sowohl in urbanen als auch in ländlichen Gebieten. Ich bin überzeugt davon, dass wir gemeinsam für eine bessere Zukunft arbeiten können und freue mich darauf, weitere Bachelorarbeiten im Bereich nachhaltige Ressourcen- und Umweltmanagement betreuen zu können.",70c55a88d28ab2900eb4f3ab8d3af9103302d4e7804f9337557b40d26fa62962,"[0.4185463929463477, 0.2206050884948464, -0.28724456467863163, 0.1682785553671891, -0.05098488343143922, -0.007254587903451655, 0.04237332881210072, -0.12013215594863513, -0.20114736010176074, -0.017886613808582048, 0.09495675576087777, 0.05493701628477386, 0.02591859231329004, 0.020322500895700767, -0.10424788493545051, 0.12216746756808056, 0.029147139705063194, -0.046451151018490185, 0.08865444199534044, 0.08944867054635752, 0.04466099421495186, -0.038020898890290616, 0.0017912019356141735, 0.10169087434618371, 0.14213712290732927]",Nolan,Poole
73,Bonnie Kim,"Chemie, Spezialisierung in Katalyse und Biokatalyse","Als erfahrener Wissenschaftler im Bereich der chemischen Katalyse habe ich über viele Jahre hinweg meine Kenntnisse umgesetzt und neue Wege in dieser Fachrichtung ebnet. Meine Arbeit beinhaltet die Entwicklung und Anwendung von Katalysatoren in der industriellen Chemie sowie die Untersuchung von Biokatalyse in organischer Synthese. Ich bin überzeugt, dass wir durch den Einsatz dieser Technologien nicht nur aufwändige und energieintensive Prozesse verbessern können, sondern auch eine nachhaltigere Entwicklung für unseren Planeten ermöglichen. Meine Forschung unterstützt dabei die Effizienzsteigerung und Ressourceneinsparungen in der chemischen Produktion und trägt somit zum Schutz unseres Umwelt vor industrieller Verschmutzung bei. In meiner Arbeit geben wir Empfehlungen für die Praxis, um diese Ziele zu erreichen, sowie eine Ausblick auf zukünftige Entwicklungen in diesem Bereich.",5f9d73cc84e8d7f447d0f7570c993243cec89e5d480968c238d0162ae0f57356,"[0.4090473828040097, 0.14274127788598806, -0.09363083547353389, 0.20248793775957577, 0.09840489582994753, -0.06160380219059361, -0.0283903644714148, 0.03851863491679365, -0.1305195363576083, -0.0019181322497103105, -0.04092659574658475, 0.12336003252469695, -0.04072769506305595, -0.0002698443271548252, 0.07138465766616188, -0.09270089706033972, -0.22643134265123932, -0.062176795740206584, 0.12337421076511815, 0.0632222226275144, 0.016391268854894368, -0.024231311359091574, -0.03893757124841586, 0.07357713866764418, 0.10144576307792927]",Bonnie,Kim
26,Roman Michael,Kreislaufwirtschaft und Nachhaltige Ressourcennutzung,"Mit meiner akademischen Laufbahn, die über mehr als zwei Jahrzehnte in der Forschung und Praxis der Kreislaufwirtschaft verläuft, habe ich eine umfassende Erfahrung in der Analyse und Umsetzung von Konzepten und Praxisbeispielen der Kreislaufwirtschaft erworben. Ich bin überzeugt davon, dass die Kreislaufwirtschaft erhebliche Potenziale für eine nachhaltige Entwicklung bietet, indem sie zur Ressourcenschonung und Abfallreduktion beiträgt. Meine Arbeit beschränkt sich nicht nur auf das Hervorheben von Theorie, sondern verbindet sie auch praktische Beispiele, um die Umsetzbarkeit dieser Konzepte in Unternehmen und Politik zu demonstrieren. Ich bin überzeugt davon, dass meine Kenntnisse und Erfahrungen eine wertvolle Basis für die Entwicklung nachhaltiger Produktions- und Konsummuster bieten können.",02e8e5927c3e68b5f023bb940589b6869496b27b8e3001c5c0ed8c5029a40fd8,"[0.43212855283528706, 0.15878207822624443, -0.0569617745260279, 0.19806516905245192, 0.07204747205877951, 0.042673476975995786, 0.04394505916324207, 0.21720246966976894, 0.09728158363161277, 0.03586251213804153, -0.05412903012545204, -0.06310486584596578, -0.03722381726229452, 0.08496768370786592, -0.0883056274069842, 0.11788326059322059, 0.14110792351752155, 0.05009526858733447, 0.1763476955339734, -0.00019495568845623757, -0.07600490484600524, 0.05477664345325095, -0.0388487929492252, -0.051487315253224024, 0.12605636188935393]",Roman,Michael
16,Aubriella Acevedo,"Umwelttechnik, speziell Abfallmanagement in städtischen Gebieten","Ich bin als Wissenschaftler im Fachgebiet der Umwelttechnik spezialisiert auf Abfallmanagement, insbesondere in urbanen Bereichen. Ihre Arbeit zur Untersuchung von Herausforderungen und Lösungen des städtischen Abfallmanagements ist ein wichtiger Beitrag zu einem nachhaltigen Umgang mit unserem natürlichen Ressourcenverbrauch. Meine Erfahrung in der Analyse verschiedener Abfallmanagementsysteme und -strategien, die zur Reduktion und effizienten Entsorgung von städtischem Abfall beitragen, hoffe ich dir dabei zu helfen, eine kompetente und praxisorientierte Arbeit vorzulegen. Ich bin sicher, dass durch den Austausch von Ideen und Erfahrungen die nachhaltige Entwicklung unserer Städte zum Nutzen unseres Planeten vorangetrieben werden kann.",74bb594fa744b61b80be7b175d18a54ecae5bef389f028e64ad656ba35c3f7d4,"[0.3862580894356655, 0.16917295974680854, -0.15281166703602028, 0.012855647466715076, -0.13280205948015694, 0.04362589727936498, 0.016553419002076197, -0.06468987344543839, -0.13239426605315086, 0.07631496145585764, -0.012039428892916395, 0.11080567958961961, -0.020640857675371934, 0.0488471109488273, -0.19748673217464774, -0.09661045616183472, -0.14749203822577805, 0.06299699575880048, -0.0424221512685181, 0.03028511616662586, -0.021963138000365666, -0.009648874533723375, 0.2103049576365215, 0.18079580954810126, 0.0038746722392497823]",Aubriella,Acevedo
51,Dakari Hines,"Erkenntnistheorie, Wissenschaftsphilosophie","In meiner Karriere als Philosoph habe ich mich mit den Grundfragen der Erkenntnistheorie und der Wissenschaftsphilosophie beschäftigt. Ich bin der Ansicht, dass die Analyse der Theorien über das Wesen des Wissens und deren Implikationen für unsere modernen Wissenschaften unerlässlich ist, um eine klare Sichtweise auf das Verhältnis zwischen Wissen, Erkenntnisprozess und Wirklichkeit zu gewinnen. Meine Arbeit als Wissenschaftlicher Betreuer besteht darin, die Forschungen von Studenten in diesen Themengebieten zu begleiten und ihnen dabei zu helfen, kritische, reflexive und innovative Arbeiten zu schaffen, die zur Erweiterung unseres Verständnisses über die Natur des Wissens beitragen.",7c5dd84bcedde91432e9958ab3c042d976a6f26155fe86e35a48d6bc90659a65,"[0.3861201818739721, -0.011067961997357639, -0.009966301320426422, -0.15653236588767105, -0.051513533966356675, -0.028723569302989794, -0.04944855380440725, -0.02025590863257907, 0.03795862754349702, -0.2018239303729175, 0.08315601565550353, 0.11248411185918901, -0.1233115886637326, -0.13071196873527854, -0.23187587794883396, -0.18243114758418064, -0.040607344865388896, 0.2894326035470229, 0.10078975298831579, -0.1629819226926936, -0.07965558928177022, -0.02047508452580119, 0.030003525753691647, -0.07771356331376418, -0.045507518883351555]",Dakari,Hines
